type,geometry.type,geometry.coordinates,properties.description.name,properties.description.id,properties.description.url,properties.latest-images,properties.description.type,properties.description.ptz,properties.description.fov_center,properties.description.sponsor,properties.description.network,properties.description.isp,properties.description.attribution,properties.description.zoom_current,properties.description.fov,properties.description.activated_at,properties.description.ProdNbr,properties.description.fov_lft,properties.description.county,properties.description.is_patrol_mode,properties.description.lastupdate,properties.description.region,properties.description.last_movement_at,properties.description.tilt_current,properties.description.fov_rt,properties.description.state,properties.description.is_currently_patrolling,properties.description.az_current
Feature,Point,"[-123.076797, 39.130699, 1.086]",Cow Mtn 1,Axis-CowMtn1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-CowMtn1', 'thumbnail': 'image?thumbnail=false&name=Axis-CowMtn1'}]]",Feature,1.0,"[-123.145868, 38.382636]",PGE,northbay,Digitalpath,AlertWildfire,1.0,62.98,2019-10-25 12:00:00,Q6055-E,"[-122.636744, 38.463705]",Lake,0.0,5.0,LNU,2022-05-24 02:25:33,-5.99,"[-123.635219, 38.519764]",CA,0.0,184.14
Feature,Point,"[-122.928429, 39.172783, 0.536]",Upper Lake 2,Axis-UpperLake2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-UpperLake2', 'thumbnail': 'image?thumbnail=false&name=Axis-UpperLake2'}]]",Feature,1.0,"[-122.094975, 38.79492]",PGE,northbay,Valley,AlertWildfire,257.0,65.1,2022-02-17 16:03:44,Q6075-E,"[-121.990978, 38.991203]",Lake,1.0,1.0,LNU,2022-06-06 03:42:01,-3.0,"[-122.264724, 38.628985]",CA,1.0,119.99
Feature,Point,"[-122.928429, 39.172783, 0.536]",Upper Lake 1,Axis-UpperLake1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-UpperLake1', 'thumbnail': 'image?thumbnail=false&name=Axis-UpperLake1'}]]",Feature,1.0,"[-123.874787, 39.020837]",PGE,northbay,Valley,AlertWildfire,1.0,65.1,2022-02-17 16:03:41,Q6075-E,"[-123.619936, 38.650304]",Lake,0.0,1.0,LNU,2022-05-22 14:15:03,-2.5,"[-123.834101, 39.440015]",CA,0.0,258.61
Feature,Point,"[-123.55352, 39.271778, 0.449]",Cameron,Axis-Cameron,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Cameron', 'thumbnail': 'image?thumbnail=false&name=Axis-Cameron'}]]",Feature,1.0,"[-124.522003, 39.255986]",PGE,northcoast,AlertWildfire,AlertWildfire,1.0,65.1,2021-06-03 12:00:00,Q6075-E,"[-124.357108, 38.855602]",Mendocino,0.0,3.0,MEU,2022-05-30 18:53:27,-1.59,"[-124.382879, 39.662392]",CA,0.0,269.1
Feature,Point,"[-122.33474, 39.287891, 0.378]",Sites 1,Axis-Sites1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Sites1', 'thumbnail': 'image?thumbnail=false&name=Axis-Sites1'}]]",Feature,1.0,"[-123.252366, 39.532552]",PGE,northbay,Digitalpath,AlertWildfire,1.0,65.1,2020-07-20 12:00:00,Q6075-E,"[-123.275749, 39.112581]",Colusa,0.0,3.0,LNU,2022-06-03 03:42:29,-1.52,"[-122.938024, 39.876381]",CA,0.0,289.33
Feature,Point,"[-122.33474, 39.287891, 0.378]",Sites 2,Axis-Sites2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Sites2', 'thumbnail': 'image?thumbnail=false&name=Axis-Sites2'}]]",Feature,1.0,"[-121.854519, 38.637447]",PGE,northbay,Digitalpath,AlertWildfire,257.0,65.1,2020-07-20 12:00:00,Q6075-E,"[-121.639482, 38.767512]",Colusa,1.0,3.0,LNU,2022-06-06 03:41:56,-3.0,"[-122.10702, 38.559115]",CA,1.0,149.99
Feature,Point,"[-123.180298, 39.309242, 0.63]",Redwood Valley 2,Axis-RedwoodValley2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-RedwoodValley2', 'thumbnail': 'image?thumbnail=false&name=Axis-RedwoodValley2'}]]",Feature,1.0,"[-123.660517, 38.658732]",PGE,northcoast,Digitalpath,AlertWildfire,257.0,65.1,2022-02-05 00:45:54,Q6075-E,"[-123.407923, 38.580435]",Mendocino,1.0,1.0,MEU,2022-06-06 03:42:05,-3.0,"[-123.875647, 38.788768]",CA,1.0,210.0
Feature,Point,"[-123.180298, 39.309242, 0.63]",Redwood Valley 1,Axis-RedwoodValley,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-RedwoodValley', 'thumbnail': 'image?thumbnail=false&name=Axis-RedwoodValley'}]]",Feature,1.0,"[-122.26713, 39.56441]",PGE,northcoast,Digitalpath,AlertWildfire,1.0,62.98,2019-11-12 12:00:00,Q6055-E,"[-122.574026, 39.896015]",Mendocino,0.0,4.0,MEU,2022-06-05 21:16:57,-6.0,"[-122.231828, 39.158302]",CA,0.0,69.82
Feature,Point,"[-123.273148, 39.322952, 0.986]",Laughlin Ridge 1,Axis-LaughlinRidge1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-LaughlinRidge1', 'thumbnail': 'image?thumbnail=false&name=Axis-LaughlinRidge1'}]]",Feature,1.0,"[-122.30394, 39.307676]",PGE,northcoast,Digitalpath,AlertWildfire,1.0,65.1,2021-09-30 23:23:43,Q6075-E,"[-122.443526, 39.714008]",Mendocino,0.0,1.0,MEU,2022-05-28 00:11:42,-4.94,"[-122.468605, 38.907205]",CA,0.0,90.86
Feature,Point,"[-123.273148, 39.322952, 0.986]",Laughlin Ridge 2,Axis-LaughlinRidge2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-LaughlinRidge2', 'thumbnail': 'image?thumbnail=false&name=Axis-LaughlinRidge2'}]]",Feature,1.0,"[-123.762463, 39.971452]",PGE,northcoast,Digitalpath,AlertWildfire,257.0,65.1,2021-09-30 23:23:46,Q6075-E,"[-123.979016, 39.839227]",Mendocino,1.0,2.0,MEU,2022-06-06 03:42:10,-3.0,"[-123.505609, 40.051306]",CA,1.0,330.0
Feature,Point,"[-123.27095, 39.32658, 1.022]",Ridgewood Grade,Axis-RidgewoodGrade,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-RidgewoodGrade', 'thumbnail': 'image?thumbnail=false&name=Axis-RidgewoodGrade'}]]",Feature,1.0,"[-122.944684, 38.620773]",PGE,northcoast,CALFIRE,AlertWildfire,1.0,65.1,2020-06-30 12:00:00,Q6075-E,"[-122.507565, 38.866677]",Mendocino,0.0,4529674.0,MEU,2022-04-14 14:37:05,-31.51,"[-123.481581, 38.594681]",CA,0.0,160.13
Feature,Point,"[-122.693298, 39.433952, 2.054]",Saint John Mtn 2,Axis-SaintJohn2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-SaintJohn2', 'thumbnail': 'image?thumbnail=false&name=Axis-SaintJohn2'}]]",Feature,1.0,"[-122.203186, 40.082448]",CALFIRE,shastamodoc,Digitalpath,AlertWildfire,323.0,62.98,2020-05-19 12:00:00,Q6055-E,"[-122.451654, 40.16061]",Glenn,1.0,4.0,TGU,2022-06-06 03:42:09,-5.99,"[-121.99252, 39.955247]",CA,1.0,30.0
Feature,Point,"[-122.693298, 39.433952, 2.054]",Saint John Mtn 1,Axis-SaintJohn1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-SaintJohn1', 'thumbnail': 'image?thumbnail=false&name=Axis-SaintJohn1'}]]",Feature,1.0,"[-123.374338, 39.970569]",CALFIRE,shastamodoc,Digitalpath,AlertWildfire,1.0,62.98,2020-05-19 12:00:00,Q6055-E,"[-123.636297, 39.616794]",Glenn,0.0,4.0,TGU,2022-05-05 03:08:05,-12.36,"[-122.907554, 40.165666]",CA,0.0,315.9
Feature,Point,"[-122.562767, 39.515667, 0.559]",Elk Creek 1,Axis-ElkCreek1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-ElkCreek1', 'thumbnail': 'image?thumbnail=false&name=Axis-ElkCreek1'}]]",Feature,1.0,"[-123.533587, 39.479568]",PGE,shastamodoc,Digitalpath,AlertWildfire,1.0,65.1,2020-12-14 12:00:00,Q6075-E,"[-123.354235, 39.082793]",Glenn,0.0,3.0,TGU,2022-04-26 18:11:57,-3.81,"[-123.408429, 39.888745]",CA,0.0,267.55
Feature,Point,"[-122.562767, 39.515667, 0.559]",Elk Creek 2,Axis-ElkCreek2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-ElkCreek2', 'thumbnail': 'image?thumbnail=false&name=Axis-ElkCreek2'}]]",Feature,1.0,"[-121.725269, 39.137768]",PGE,shastamodoc,Digitalpath,AlertWildfire,257.0,65.1,2020-12-14 12:00:00,Q6075-E,"[-121.620735, 39.334041]",Glenn,1.0,3.0,TGU,2022-06-06 03:42:00,-3.0,"[-121.895861, 38.971846]",CA,1.0,119.99
Feature,Point,"[-123.096291, 39.515869, 1.882]",Eden Valley,Axis-EdenValley,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-EdenValley', 'thumbnail': 'image?thumbnail=false&name=Axis-EdenValley'}]]",Feature,1.0,"[-124.034261, 39.716946]",PGE,northcoast,CALFIRE,AlertWildfire,1.0,65.1,2020-10-21 12:00:00,Q6075-E,"[-124.024575, 39.296651]",Mendocino,0.0,18041918.0,MEU,2021-11-09 03:39:58,-7.63,"[-123.747021, 40.074911]",CA,0.0,285.85
Feature,Point,"[-123.413203, 39.550808, 0.62]",Longvale 1,Axis-Longvale1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Longvale1', 'thumbnail': 'image?thumbnail=false&name=Axis-Longvale1'}]]",Feature,1.0,"[-122.765196, 40.111946]",PGE,northcoast,Digitalpath,AlertWildfire,1.0,65.1,2022-03-18 21:57:10,Q6075-E,"[-123.262611, 40.291863]",Mendocino,0.0,1.0,MEU,2022-05-23 19:53:24,-2.92,"[-122.47584, 39.754909]",CA,0.0,41.36
Feature,Point,"[-123.413203, 39.550808, 0.62]",Longvale 2,Axis-Longvale2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Longvale2', 'thumbnail': 'image?thumbnail=false&name=Axis-Longvale2'}]]",Feature,1.0,"[-122.440552, 39.546885]",PGE,northcoast,Digitalpath,AlertWildfire,257.0,65.1,2022-03-18 21:57:14,Q6075-E,"[-122.476733, 39.757368]",Mendocino,1.0,1.0,MEU,2022-06-06 03:42:01,-3.0,"[-122.482294, 39.337029]",CA,1.0,89.99
Feature,Point,"[-123.216728, 39.654162, 0.891]",Panic Point,Axis-PanicPoint1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-PanicPoint1', 'thumbnail': 'image?thumbnail=false&name=Axis-PanicPoint1'}]]",Feature,1.0,"[-123.720091, 40.297368]",PGE,northcoast,Digitalpath,AlertWildfire,1.0,65.1,2022-04-28 23:26:16,Q6075-E,"[-124.091543, 39.98741]",Mendocino,0.0,1.0,MEU,2022-05-05 17:37:59,-3.2,"[-123.18648, 40.403804]",CA,0.0,329.21
Feature,Point,"[-123.33181, 39.657829, 0.732]",Rodeo Valley,Axis-RodeoValley1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-RodeoValley1', 'thumbnail': 'image?thumbnail=false&name=Axis-RodeoValley1'}]]",Feature,1.0,"[-123.696017, 40.354016]",PGE,northcoast,Digitalpath,AlertWildfire,1.0,65.1,2022-04-01 14:42:32,Q6075-E,"[-124.127675, 40.093097]",Mendocino,0.0,1.0,MEU,2022-04-30 21:02:25,-2.36,"[-123.146782, 40.394325]",CA,0.0,338.28
Feature,Point,"[-123.579521, 39.686493, 1.29]",Black Oak,Axis-BlackOak,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-BlackOak', 'thumbnail': 'image?thumbnail=false&name=Axis-BlackOak'}]]",Feature,1.0,"[-122.671722, 39.417111]",PGE,northcoast,CALFIRE,AlertWildfire,1.0,65.1,2020-10-21 12:00:00,Q6075-E,"[-122.623398, 39.835821]",Mendocino,0.0,262538.0,MEU,2022-05-11 21:20:05,-2.05,"[-123.00223, 39.083648]",CA,0.0,110.76
Feature,Point,"[-123.579651, 39.693996, 1.277]",Laytonville,Axis-Laytonville,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Laytonville', 'thumbnail': 'image?thumbnail=false&name=Axis-Laytonville'}]]",Feature,1.0,"[-122.733473, 40.06933]",PGE,northcoast,Digitalpath,AlertWildfire,37.0,65.1,2022-02-05 00:52:08,Q6075-E,"[-122.9043, 40.236754]",Mendocino,0.0,2.0,MEU,2022-05-15 22:28:01,-5.29,"[-122.631541, 39.871905]",CA,0.0,59.7
Feature,Point,"[-122.008545, 39.737679, 0.046]",Holly Sugar 1,Axis-HollySugar1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-HollySugar1', 'thumbnail': 'image?thumbnail=false&name=Axis-HollySugar1'}]]",Feature,1.0,"[-121.062032, 39.922513]",PGE,shastamodoc,Digitalpath,AlertWildfire,1.0,62.98,2020-01-06 12:00:00,Q6055-E,"[-121.326415, 40.275741]",Glenn,0.0,4.0,TGU,2022-06-05 04:51:35,-0.32,"[-121.07842, 39.515684]",CA,0.0,75.43
Feature,Point,"[-122.008545, 39.737679, 0.046]",Holly Sugar 2,Axis-HollySugar2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-HollySugar2', 'thumbnail': 'image?thumbnail=false&name=Axis-HollySugar2'}]]",Feature,1.0,"[-121.515192, 40.3857]",PGE,shastamodoc,Digitalpath,AlertWildfire,323.0,62.98,2020-01-06 12:00:00,Q6055-E,"[-121.764646, 40.464106]",Glenn,1.0,4.0,TGU,2022-06-06 03:42:08,0.0,"[-121.3038, 40.25829]",CA,1.0,30.07
Feature,Point,"[-122.609604, 39.7425, 1.108]",Red Mtn Glenn 2,Axis-RedMtnGlenn2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-RedMtnGlenn2', 'thumbnail': 'image?thumbnail=false&name=Axis-RedMtnGlenn2'}]]",Feature,1.0,"[-122.117254, 40.390984]",PGE,shastamodoc,Geolinks,AlertWildfire,323.0,62.98,2020-12-14 12:00:00,Q6055-E,"[-122.366854, 40.469156]",Glenn,1.0,4.0,TGU,2022-06-06 03:42:10,-2.99,"[-121.90564, 40.263772]",CA,1.0,30.0
Feature,Point,"[-122.609604, 39.7425, 1.108]",Red Mtn Glenn 1,Axis-RedMtnGlenn1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-RedMtnGlenn1', 'thumbnail': 'image?thumbnail=false&name=Axis-RedMtnGlenn1'}]]",Feature,1.0,"[-122.598761, 40.492454]",PGE,shastamodoc,Geolinks,AlertWildfire,1.0,62.98,2020-12-14 12:00:00,Q6055-E,"[-123.114656, 40.385228]",Glenn,0.0,3.0,TGU,2022-06-05 18:52:10,-11.95,"[-122.086156, 40.376533]",CA,0.0,0.63
Feature,Point,"[-123.349011, 39.856453, 1.21]",Big John,Axis-BigJohn1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-BigJohn1', 'thumbnail': 'image?thumbnail=false&name=Axis-BigJohn1'}]]",Feature,1.0,"[-124.109032, 40.330232]",PGE,northcoast,DIgitalpath,AlertWildfire,1.0,65.1,2022-04-28 23:32:11,Q6075-E,"[-124.320233, 39.942119]",Mendocino,0.0,1.0,MEU,2022-05-04 16:53:25,-6.08,"[-123.654599, 40.569225]",CA,0.0,309.42
Feature,Point,"[-122.670723, 39.917141, 1.307]",Round Mtn Paskenta 2,Axis-RoundMtnPaskenta2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-RoundMtnPaskenta2', 'thumbnail': 'image?thumbnail=false&name=Axis-RoundMtnPaskenta2'}]]",Feature,1.0,"[-123.154786, 39.26648]",PGE,shastamodoc,Digitalpath,AlertWildfire,257.0,65.1,2020-06-15 12:00:00,Q6075-E,"[-122.899975, 39.188268]",Tehama,1.0,3.0,TGU,2022-06-06 03:41:59,-3.0,"[-123.371855, 39.396434]",CA,1.0,209.98
Feature,Point,"[-122.670723, 39.917141, 1.307]",Round Mtn Paskenta 1,Axis-RoundMtnPaskenta,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-RoundMtnPaskenta', 'thumbnail': 'image?thumbnail=false&name=Axis-RoundMtnPaskenta'}]]",Feature,1.0,"[-123.473582, 40.348096]",PGE,shastamodoc,Digitalpath,AlertWildfire,1.0,65.1,2019-11-12 12:00:00,Q6075-E,"[-123.647922, 39.949417]",Tehama,0.0,3.0,TGU,2022-05-25 23:11:31,-4.78,"[-123.042728, 40.611348]",CA,0.0,305.33
Feature,Point,"[-122.340073, 39.944614, 0.168]",Flournoy,Axis-Flournoy,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Flournoy', 'thumbnail': 'image?thumbnail=false&name=Axis-Flournoy'}]]",Feature,1.0,"[-121.51335, 39.546564]",PGE,shastamodoc,Digitalpath,AlertWildfire,1282.0,65.1,2020-08-28 12:00:00,Q6075-E,"[-121.447934, 39.640296]",Tehama,0.0,2.0,TGU,2022-06-02 21:51:16,1.85,"[-121.595126, 39.460858]",CA,0.0,121.79
Feature,Point,"[-122.741249, 39.967667, 2.025]",Ball Rock,Axis-BallRock,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-BallRock', 'thumbnail': 'image?thumbnail=false&name=Axis-BallRock'}]]",Feature,1.0,"[-122.416852, 40.675715]",PGE,shastamodoc,Digitalpath,AlertWildfire,1.0,65.1,2022-03-04 16:33:11,Q6075-E,"[-122.970494, 40.697024]",Tehama,0.0,1.0,TGU,2022-06-01 17:11:09,-8.4,"[-121.968018, 40.429942]",CA,0.0,19.15
Feature,Point,"[-122.793419, 40.030502, 1.985]",Oven Lid 2,Axis-OvenLid2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-OvenLid2', 'thumbnail': 'image?thumbnail=false&name=Axis-OvenLid2'}]]",Feature,1.0,"[-122.770761, 39.280705]",PGE,shastamodoc,Digitalpath,AlertWildfire,1.0,65.1,,Q6075-E,"[-122.252179, 39.406655]",Tehama,1.0,1.0,TGU,2022-05-20 15:36:19,-1.67,"[-123.296256, 39.387955]",CA,0.0,178.66
Feature,Point,"[-122.793419, 40.030502, 1.985]",Oven Lid 1,Axis-OvenLid1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-OvenLid1', 'thumbnail': 'image?thumbnail=false&name=Axis-OvenLid1'}]]",Feature,1.0,"[-122.810013, 40.780396]",PGE,shastamodoc,Digitalpath,AlertWildfire,1.0,65.1,2022-03-04 16:44:30,Q6075-E,"[-123.339199, 40.65457]",Tehama,0.0,1.0,TGU,2022-05-30 12:30:07,-2.47,"[-122.275457, 40.668219]",CA,0.0,359.04
Feature,Point,"[-123.693047, 40.119675, 1.188]",Pratt Mtn 2,Axis-PrattMtn2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-PrattMtn2', 'thumbnail': 'image?thumbnail=false&name=Axis-PrattMtn2'}]]",Feature,1.0,"[-123.206988, 39.469266]",PGE,northcoast,NSL-FirstNet,AlertWildfire,257.0,65.1,2021-07-30 12:00:00,Q6075-E,"[-122.989395, 39.599328]",Humboldt,1.0,2.0,HUU,2022-06-06 03:42:05,-3.0,"[-123.462472, 39.390923]",CA,1.0,149.98
Feature,Point,"[-123.693047, 40.119675, 1.188]",Pratt Mtn 1,Axis-PrattMtn1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-PrattMtn1', 'thumbnail': 'image?thumbnail=false&name=Axis-PrattMtn1'}]]",Feature,1.0,"[-122.74488, 39.931696]",PGE,northcoast,NSL-FirstNet,AlertWildfire,1.0,65.1,2021-07-30 12:00:00,Q6075-E,"[-122.758875, 40.351921]",Humboldt,0.0,3.0,HUU,2022-06-04 14:38:04,-3.24,"[-123.026509, 39.571389]",CA,0.0,104.21
Feature,Point,"[-123.708305, 40.202602, 0.916]",Mail Ridge (Satterlee),Axis-Satterlee,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Satterlee', 'thumbnail': 'image?thumbnail=false&name=Axis-Satterlee'}]]",Feature,1.0,"[-123.843574, 40.945531]",PGE,northcoast,Geolinks,AlertWildfire,1.0,62.98,2019-04-28 12:00:00,Q6055-E,"[-124.335917, 40.781129]",Humboldt,0.0,6.0,HUU,2022-05-28 15:58:19,-0.14,"[-123.310179, 40.888881]",CA,0.0,352.17
Feature,Point,"[-123.708305, 40.202602, 0.916]",Mail Ridge 2 (Satterlee),Axis-Satterlee2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Satterlee2', 'thumbnail': 'image?thumbnail=false&name=Axis-Satterlee2'}]]",Feature,1.0,"[-124.204058, 40.851069]",PGE,northcoast,Geolinks,AlertWildfire,323.0,65.1,2020-05-22 12:00:00,Q6075-E,"[-124.423417, 40.718809]",Humboldt,1.0,5.0,HUU,2022-06-06 03:41:59,-6.0,"[-123.943834, 40.930949]",CA,1.0,330.0
Feature,Point,"[-123.6558, 40.256809, 0.538]",Patton Hill 2,Axis-Patton2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Patton2', 'thumbnail': 'image?thumbnail=false&name=Axis-Patton2'}]]",Feature,1.0,"[-124.142525, 39.606265]",PGE,northcoast,Geolinks,AlertWildfire,257.0,65.1,2020-06-15 12:00:00,Q6075-E,"[-123.8865, 39.527994]",Humboldt,1.0,7.0,HUU,2022-06-06 03:41:59,0.0,"[-124.360613, 39.736264]",CA,1.0,210.0
Feature,Point,"[-123.6558, 40.256809, 0.538]",Patton Hill 1,Axis-Patton,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Patton', 'thumbnail': 'image?thumbnail=false&name=Axis-Patton'}]]",Feature,1.0,"[-124.18388, 40.890539]",PGE,northcoast,Geolinks,AlertWildfire,1.0,62.98,2019-03-16 12:00:00,Q6055-E,"[-124.540786, 40.586337]",Humboldt,0.0,5.0,HUU,2022-03-12 05:29:13,-2.96,"[-123.667421, 41.006757]",CA,0.0,327.84
Feature,Point,"[-122.090103, 40.2584, 0.535]",Tuscan Butte 1,Axis-TuscanButte,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-TuscanButte', 'thumbnail': 'image?thumbnail=false&name=Axis-TuscanButte'}]]",Feature,1.0,"[-121.13572, 40.441383]",PGE,shastamodoc,Geolinks,AlertWildfire,1.0,62.98,2019-03-18 12:00:00,Q6055-E,"[-121.400923, 40.795142]",Tehama,0.0,4.0,TGU,2022-06-06 01:19:49,3.83,"[-121.153638, 40.034589]",CA,0.0,75.57
Feature,Point,"[-122.090103, 40.2584, 0.535]",Tuscan Butte 2,Axis-TuscanButte2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-TuscanButte2', 'thumbnail': 'image?thumbnail=false&name=Axis-TuscanButte2'}]]",Feature,1.0,"[-122.936515, 39.880308]",PGE,shastamodoc,Geolinks,AlertWildfire,323.0,65.1,2020-05-22 12:00:00,Q6075-E,"[-122.76401, 39.714438]",Tehama,1.0,5.0,TGU,2022-06-06 03:42:03,-6.0,"[-123.042287, 40.076546]",CA,1.0,240.0
Feature,Point,"[-122.367737, 40.353382, 0.193]",Eighmy,Axis-Eighmy,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Eighmy', 'thumbnail': 'image?thumbnail=false&name=Axis-Eighmy'}]]",Feature,1.0,"[-123.315332, 40.154637]",PGE,shastamodoc,Digitalpath,AlertWildfire,1.0,65.1,2020-07-31 12:00:00,Q6075-E,"[-123.025839, 39.797579]",Tehama,0.0,5.0,TGU,2022-06-04 01:33:28,3.51,"[-123.309523, 40.574974]",CA,0.0,254.94
Feature,Point,"[-122.142403, 40.371498, 0.202]",Eagles Nest,Axis-EaglesNest,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-EaglesNest', 'thumbnail': 'image?thumbnail=false&name=Axis-EaglesNest'}]]",Feature,1.0,"[-122.330622, 41.107815]",PGE,shastamodoc,ShastaBeam,AlertWildfire,1.0,62.98,2019-08-22 12:00:00,Q6055-E,"[-122.81159, 40.923508]",Tehama,0.0,6.0,TGU,2022-06-01 17:10:02,-5.7,"[-121.792539, 41.073065]",CA,0.0,349.1
Feature,Point,"[-122.121361, 40.374496, 0.353]",Inks Ridge,Axis-InksRidge,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-InksRidge', 'thumbnail': 'image?thumbnail=false&name=Axis-InksRidge'}]]",Feature,1.0,"[-123.105796, 40.370322]",PGE,shastamodoc,Digitalpath,AlertWildfire,1.0,65.1,2020-07-29 12:00:00,Q6075-E,"[-122.946247, 39.96803]",Tehama,0.0,2.0,TGU,2022-06-04 15:16:17,-3.0,"[-122.956186, 40.775031]",CA,0.0,270.0
Feature,Point,"[-124.120468, 40.417099, 0.962]",Pierce Mtn 2,Axis-PierceMtn2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-PierceMtn2', 'thumbnail': 'image?thumbnail=false&name=Axis-PierceMtn2'}]]",Feature,1.0,"[-123.135406, 40.413181]",PGE,northcoast,NSL-FirstNet,AlertWildfire,257.0,65.1,2021-08-13 12:00:00,Q6075-E,"[-123.172006, 40.623668]",Humboldt,1.0,2.0,HUU,2022-06-06 03:42:01,-3.0,"[-123.177721, 40.203329]",CA,1.0,89.98
Feature,Point,"[-124.120468, 40.417099, 0.962]",Pierce Mtn 1,Axis-PierceMtn1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-PierceMtn1', 'thumbnail': 'image?thumbnail=false&name=Axis-PierceMtn1'}]]",Feature,1.0,"[-124.232121, 39.671985]",PGE,northcoast,NSL-FirstNet,AlertWildfire,1.0,65.1,2021-08-13 12:00:00,Q6075-E,"[-123.693357, 39.742041]",Humboldt,0.0,2.0,HUU,2022-03-11 17:29:31,0.44,"[-124.736828, 39.833668]",CA,0.0,186.58
Feature,Point,"[-122.689697, 40.4972, 0.751]",Rainbow Lake,Axis-RainbowLake,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-RainbowLake', 'thumbnail': 'image?thumbnail=false&name=Axis-RainbowLake'}]]",Feature,1.0,"[-121.819291, 40.147731]",PGE,shastamodoc,ShastaBeam,AlertWildfire,1.0,62.98,2019-08-22 12:00:00,Q6055-E,"[-121.705098, 40.545341]",Shasta,0.0,5.0,SHU,2022-05-25 19:05:27,0.79,"[-122.186241, 39.853361]",CA,0.0,117.49
Feature,Point,"[-122.640427, 40.537281, 1.152]",Ducket Peak 2,Axis-Ducket2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Ducket2', 'thumbnail': 'image?thumbnail=false&name=Axis-Ducket2'}]]",Feature,1.0,"[-121.653602, 40.533214]",PGE,shastamodoc,Digitalpath,AlertWildfire,257.0,65.1,2022-02-05 00:43:43,Q6075-E,"[-121.690207, 40.743707]",Shasta,1.0,2.0,SHU,2022-06-06 03:42:01,-3.0,"[-121.696054, 40.32337]",CA,1.0,89.99
